user_id,item_id
1590,2924 3025 2453 1422 2663 2051 32 3088 2821 485
1591,3022 2603 1583 2510 93 3082 3692 3151 2067 1039
1592,3406 1700 2023 3101 1630 560 645 350 2476 1393
1593,2402 2376 467 1510 1315 152 2365 1887 43 2054
1594,3209 3411 2132 672 2397 1052 1920 563 554 3598
1595,2509 809 1811 2054 1887 2224 2281 2402 3583 1889
1596,3606 2221 2190 3215 1525 65 3113 474 1328 1045
1597,397 1233 1861 2050 1109 2946 163 2239 3534 1525
1598,1298 380 3020 3232 833 3052 1595 3271 1059 1563
1599,937 3 893 652 613 1544 490 826 1930 688
1600,1078 3000 1216 2387 2980 2519 1747 3204 2664 584
1601,2345 3406 3067 3656 392 402 1830 166 1615 1738
1602,1811 2054 2528 1315 883 1887 809 37 2281 3116
1603,2258 1638 236 796 3289 93 1279 779 3653 2493
1604,1184 1720 1655 872 2460 1193 166 3067 1832 1710
1605,2328 2714 691 7 2893 3377 2963 793 2617 447
1606,1672 1378 2271 186 176 1429 1259 382 605 1705
1607,2946 185 2275 1461 3161 3520 3648 353 2455 3182
1608,232 79 1246 2345 1700 1393 3101 1630 2384 779
1609,2024 1073 966 2140 3438 3335 220 474 3067 2700
1610,94 2947 3390 3441 2706 2515 691 956 605 793
1611,208 106 487 1746 1831 2210 2757 3016 2630 1140
1612,1421 3482 2602 1792 3172 2515 208 2617 2757 1012
1613,1814 3113 872 2140 3437 3335 2221 2024 3438 3306
1614,3013 3153 2862 472 3423 3272 28 707 1638 1360
1615,2337 1615 3493 2273 771 2006 29 1045 3482 3400
1616,2519 3000 1300 3262 2387 160 1216 1376 528 133
1617,2617 1928 2169 3562 2515 2947 3441 3365 3537 3153
1618,2275 2082 1527 680 2125 1092 697 296 353 1773
1619,96 1619 3658 353 1527 680 2125 890 2158 2340
1620,1556 2345 3206 2330 3493 516 1630 408 1341 528
1621,2609 1946 1011 1487 3216 355 2080 866 153 1764
1622,2345 1459 1475 3035 2281 2311 409 1315 3187 778
1623,1517 1549 1670 2227 3341 1754 739 1902 405 2205
1624,3482 677 1688 289 2088 3255 867 2602 658 1731
1625,3705 2874 915 339 1956 2239 1471 1879 182 583
1626,2402 989 120 487 607 183 188 1667 1781 3614
1627,2365 3198 2281 472 2528 318 1315 1762 1887 1223
1628,1139 1076 397 1619 206 1423 1863 3511 1081 2259
1629,725 3078 91 2257 1367 1549 3651 1085 1426 1561
1630,570 1545 3035 762 2227 1687 79 3539 802 1573
1631,650 2311 2428 1427 221 2281 2354 234 512 887
1632,2275 980 3699 3007 700 2158 1264 3658 195 3009
1633,357 1324 3312 2710 498 3260 2009 421 866 256
1634,1946 1376 1102 494 1859 1293 490 401 1296 2256
1635,1792 2129 1012 1731 1746 785 3441 1421 2617 1490
1636,650 2222 3597 382 2129 293 3465 3046 176 208
1637,560 1884 2670 2653 570 1700 1902 2914 232 79
1638,650 2311 2354 887 2428 2281 512 1827 1947 234
1639,121 3588 2836 3294 52 1795 2465 1275 3667 335
1640,1655 966 2140 231 2024 2652 817 1219 3669 168
1641,2221 1428 3113 3215 1690 872 1398 1782 1463 3335
1642,69 2265 476 124 640 2054 1858 652 2148 2847
1643,1279 772 3529 2557 732 1223 763 1583 2534 2784
1644,830 1248 1004 99 2485 1833 2239 3036 3179 2194
1645,2067 2609 772 1205 2745 401 1360 494 3131 279
1646,213 1527 2275 3266 2593 351 3658 2950 195 700
1647,1426 802 2363 1517 488 1801 1549 2205 1545 2849
1648,1545 1868 802 488 2653 3035 79 2814 312 1573
1649,1421 1792 1378 3465 2898 3482 1928 1516 106 1731
1650,409 124 3529 2265 3153 707 1316 120 2528 2148
1651,3151 472 772 3423 1039 3269 1475 2265 3153 1316
1652,966 1586 29 782 1512 974 2763 917 805 252
1653,1032 3111 1669 1456 2920 1460 1818 578 3205 528
1654,2959 3202 2969 3325 1073 3282 1397 2272 1722 1798
1655,2959 3325 2969 2662 3213 1398 474 1397 3113 1219
1656,1905 3657 2475 1770 2048 984 3097 461 3021 592
1657,2603 1583 3473 2784 3049 2732 2510 2630 2210 543
1658,2181 20 2527 1295 2140 2646 3335 3194 3427 2093
1659,1905 2090 1770 2338 2291 3657 2801 2048 301 2475
1660,2492 2093 301 2527 1477 1925 990 20 2195 3231
1661,782 3415 3493 1512 1504 3648 1586 3700 1398 3701
1662,1367 1893 3030 2191 3487 270 1801 2227 3078 71
1663,2534 772 763 184 1406 2488 3131 1804 1279 320
1664,3692 1946 2470 401 2050 3638 2673 543 3418 631
1665,3474 1033 2774 3402 183 246 2219 508 1371 361
1666,2924 755 485 1422 41 2663 1101 609 1830 1951
1667,3423 1279 2258 3151 741 779 1997 1146 2862 1186
1668,2603 3382 3694 1560 2210 2745 2630 1831 476 93
1669,2265 1706 652 69 228 2568 138 305 406 707
1670,1275 3588 151 1322 121 1174 2943 1957 533 2597
1671,1619 1518 424 3007 711 2027 2492 2285 2527 2782
1672,2051 74 3025 1022 2453 1951 178 2592 1422 550
1673,3600 3656 1691 1082 452 2841 2991 2574 2696 174
1674,513 451 3023 1924 3141 2282 2076 1688 1993 423
1675,2252 461 90 2323 1275 1397 170 3323 2943 3588
1676,184 320 3216 1812 3269 1511 1403 2828 2265 1657
1677,743 3667 2618 3602 563 128 697 1171 394 3598
1678,361 1840 3402 2308 863 1227 872 3474 1341 166
1679,382 2424 2281 221 1827 887 2311 1781 2774 512
1680,1702 564 1021 139 122 271 2918 3082 308 2692
1681,1459 350 1296 652 2148 93 3406 2800 2570 1797
1682,779 2248 870 2384 618 2510 383 654 1593 1410
1683,2354 650 382 1947 887 2281 3687 221 2424 1687
1684,966 1398 3493 1309 29 3415 782 1504 1729 1512
1685,1825 2485 3220 1044 1018 3435 1861 1081 2613 563
1686,454 2165 498 2466 3151 357 184 2557 937 2389
1687,2265 2528 138 2282 409 707 2773 2568 463 487
1688,237 2817 1583 3694 2630 1548 2328 3022 2847 640
1689,2313 187 3705 1001 1711 59 2616 498 10 1051
1690,1413 2091 187 3537 2230 3561 2116 523 618 1530
1691,409 3614 25 7 3610 1165 188 3253 120 1404
1692,2924 1951 2555 32 3088 2663 755 2051 3025 1461
1693,474 465 868 2038 3293 3371 1096 619 104 1493
1694,1510 3474 1670 472 2376 2402 2068 2342 186 1001
1695,91 1367 2799 1670 2849 1426 2865 1623 2257 3078
1696,740 475 3514 3384 2900 2990 254 35 269 1034
1697,2059 1959 1692 2576 2454 1336 3271 2161 606 2239
1698,2947 3390 3272 333 3441 691 2847 2515 94 2042
1699,801 2338 2814 1573 1517 488 702 3311 1272 2205
1700,184 2828 2165 3418 1205 1011 28 2817 1315 93
1701,3454 1704 2734 1009 2499 1087 356 2202 3545 2644
1702,3656 107 1545 560 3600 2561 1884 1337 389 2274
1703,1545 2653 1687 801 2363 174 2814 2338 1902 1086
1704,383 1593 1410 1098 1318 3062 160 1354 3058 707
1705,124 640 2265 476 69 409 2054 2606 3272 1811
1706,3382 569 601 2256 2127 3110 2292 1197 2603 1354
1707,3022 2956 1374 3705 2857 339 1956 2313 220 1814
1708,1134 3475 1553 1083 2956 1030 790 1428 1178 1658
1709,2165 93 1186 2828 741 2258 3423 2798 3013 3269
1710,1341 3474 2636 3535 863 361 3116 561 3402 2308
1711,2956 3526 3048 790 2297 1711 3705 1292 2313 2080
1712,3255 1688 677 658 1492 1669 3367 453 289 1402
1713,1371 1315 2370 2224 2054 1811 2528 1386 2682 2086
1714,3677 2370 3256 1319 3133 1470 2574 2005 120 3119
1715,2186 1191 1956 3534 621 2222 1096 818 2129 304
1716,3624 704 400 1446 1994 2414 723 3589 1290 838
1717,2328 944 1030 2857 543 2331 1913 2768 3053 2250
1718,148 1962 2080 1502 269 2911 3166 2491 886 448
1719,853 2673 69 772 185 530 3372 3513 132 1537
1720,2345 1700 1246 1630 570 2476 3406 350 2084 1393
1721,3132 3269 2570 2352 1968 1955 971 500 2290 387
1722,3272 2564 124 1831 1223 707 160 476 2847 409
1723,409 472 3013 3153 2265 3529 124 120 3409 707
1724,454 2466 184 2817 3557 253 367 2570 2389 3227
1725,1375 2980 584 1078 183 2757 2626 3049 2541 3349
1726,237 798 3180 3262 2616 271 1811 2278 2812 3418
1727,3476 382 106 3409 1516 592 3432 3465 695 2960
1728,1593 160 1300 3656 3262 2664 1638 2557 133 2519
1729,185 3520 2782 662 2923 888 921 2369 700 1433
1730,428 2606 740 1295 553 1615 584 768 771 3248
1731,801 802 1868 2653 3187 810 1517 2574 1037 1272
1732,472 1560 1315 1487 2031 2402 184 1324 2828 1475
1733,493 3203 911 3408 1546 2659 3050 1587 1554 1374
1734,2054 2281 2528 472 1315 863 2636 2402 1887 883
1735,2659 493 911 1736 649 119 737 3215 515 1216
1736,253 2967 3262 2070 1808 431 82 2389 2776 2877
1737,1781 857 1560 188 487 3628 3253 2574 1956 1460
1738,1781 549 88 2500 3253 382 2697 2432 1460 221
1739,978 1426 952 174 1623 91 2799 2227 3030 2803
1740,2227 2849 1670 1623 1549 3030 810 2363 2799 1426
1741,382 3253 487 188 1893 3600 989 1404 1932 2574
1742,82 3317 3262 109 1568 476 214 253 2070 3000
1743,2088 69 2148 2387 2110 880 2086 2236 3075 333
1744,452 3035 3656 1545 1687 1884 3406 2814 802 2345
1745,2420 456 1355 1893 873 2231 3483 450 154 797
1746,702 1549 1902 1517 802 2363 71 1868 762 1426
1747,1593 3262 1300 1858 2664 2387 640 528 2519 3656
1748,2345 3101 1700 1630 79 1246 350 3406 2476 2084
1749,1619 2145 2082 680 3658 1527 2125 1067 890 2354
1750,561 1341 2306 1848 1304 20 2308 1382 508 3535
1751,3638 3516 1614 1598 2466 1080 3478 2830 357 613
1752,1227 1012 94 1688 2282 333 2947 289 3172 1858
1753,168 817 2437 2252 2140 3546 1149 859 467 231
1754,448 1544 3523 1764 2154 1750 3 355 2922 1318
1755,299 306 2101 2497 143 3130 2533 2530 274 1534
1756,3423 1223 1638 3289 3151 2258 3013 2031 1279 3269
1757,1544 3456 2922 1487 2258 1952 1324 448 2154 573
1758,2127 2483 3644 2541 2600 135 2277 215 692 3427
1759,2609 279 3317 1946 135 2067 1011 2953 1177 2689
1760,2275 680 2082 1836 3161 1462 1043 1527 1092 418
1761,2568 2282 1706 2399 138 2512 1453 2474 289 2773
1762,2146 496 881 41 1422 3157 298 1032 2465 3411
1763,3423 3269 2031 409 772 1316 2798 1812 2258 3153
1764,2082 1264 3658 2158 1619 2899 628 2259 2958 1527
1765,1371 2054 1811 409 2086 2370 3365 2606 1475 707
1766,2328 2646 2626 2857 2331 165 3098 1913 2280 2250
1767,3668 1030 3264 1592 169 2256 790 1083 1960 2534
1768,1246 1700 79 350 1813 1393 3101 1686 645 3406
1769,3335 2980 3371 493 1375 3670 3544 1830 3000 1966
1770,428 3206 3245 2835 2128 3280 3401 3693 740 3224
1771,2348 776 1961 2917 75 67 1923 172 340 3574
1772,1165 304 1781 549 1456 221 1132 2112 3282 176
1773,2817 1804 3131 3659 2609 1011 772 2603 454 1406
1774,3454 1009 1087 1514 1704 3309 873 2202 2499 2734
1775,232 452 1459 1828 2345 779 3125 2248 3364 1630
1776,1553 1398 1134 1040 220 3273 309 1722 1763 3528
1777,740 2900 214 768 254 3245 2128 3280 3206 1481
1778,2054 3402 2528 3677 1315 69 2774 2370 2281 863
1779,213 1092 185 1836 2819 2275 700 1462 1527 3185
1780,783 3255 289 3301 2706 1651 74 1025 2400 1132
1781,2148 3652 147 2474 3668 1011 69 2067 3526 1403
1782,174 1517 978 488 1686 801 1868 3341 107 2771
1783,3256 3133 482 120 2068 2370 3677 1670 2005 2402
1784,1858 2980 584 1375 3000 3656 2541 528 2763 333
1785,382 2428 1427 2311 2281 2354 2774 221 1827 724
1786,650 3251 1827 887 512 2311 221 724 1427 2281
1787,151 430 3374 467 1275 3355 1936 2943 3269 352
1788,1462 96 3087 2145 3667 743 1171 3658 2181 1777
1789,90 1219 1676 3325 3202 817 2229 3606 3201 3306
1790,472 1638 3151 1186 93 1223 2828 1487 2258 3013
1791,2258 3423 320 1657 741 1511 1804 472 1223 3659
1792,831 2527 3202 90 2456 464 2252 3079 3223 3685
1793,382 487 989 3253 2402 609 188 3276 186 409
1794,1545 802 1868 2653 2574 801 3406 107 1884 810
1795,1376 1102 1296 3059 2256 1133 809 2054 1912 3142
1796,169 3694 3317 3022 1211 1711 463 476 2281 124
1797,1827 382 1781 2311 650 2424 234 1560 887 2774
1798,3367 305 1858 1592 184 1583 3101 790 3023 2387
1799,2402 1510 979 1670 186 3256 1754 2068 2998 2574
1800,983 2397 734 868 394 1518 3381 2492 3231 711
1801,3606 3202 696 1150 58 90 3215 1179 2252 2969
1802,401 1205 2410 3105 2673 1912 1376 1133 2470 3142
1803,3659 1707 3557 2335 253 2817 2502 2119 1808 365
1804,472 2031 2474 1223 3013 3529 3409 2564 1475 2265
1805,63 2302 553 3705 2328 293 2874 1711 2881 1525
1806,1548 476 2745 3272 2603 971 82 3382 2277 463
1807,708 2063 2510 3091 295 2090 649 43 1464 170
1808,3530 2853 148 2198 3598 1303 3685 3029 2033 3405
1809,1100 884 324 2464 3469 542 1879 2019 1724 583
1810,618 620 3409 3653 498 10 523 573 3125 375
1811,994 555 3294 1252 2050 1546 2745 206 2062 966
1812,3348 332 526 1968 1659 22 3224 1935 3412 42
1813,88 3253 1781 304 1932 188 1404 2697 857 2500
1814,3668 1376 3665 1658 892 2256 2210 1211 922 1011
1815,1172 208 1568 237 3262 1831 82 798 2967 3529
1816,35 3002 806 3667 2993 2198 3602 680 2125 2455
1817,2465 1603 315 3111 1958 2397 3569 3411 182 3483
1818,1044 563 2397 394 743 2485 3345 3660 2059 3002
1819,2950 182 2780 10 618 2340 1100 3266 1825 620
1820,799 2757 774 2980 183 119 2468 2602 1546 2616
1821,2148 1858 69 2265 2534 409 1916 2076 2580 305
1822,1553 1912 1030 1001 2956 581 1808 1134 1775 3427
1823,279 2389 454 1916 184 2534 2488 1615 2006 2290
1824,3653 498 10 2009 750 2293 2091 523 1413 2116
1825,401 214 829 1177 2732 1039 1481 236 1859 3638
1826,1186 1707 3557 421 974 253 653 93 1487 3609
1827,1279 2862 3423 1186 3151 1638 136 472 320 3529
1828,1638 3151 2258 1223 2493 1354 2165 3424 1997 2230
1829,1086 1947 3687 650 2870 1427 2625 2281 2311 264
1830,69 1858 2282 289 2128 1688 2088 2602 138 3402
1831,2338 2186 3463 3238 1191 304 2048 621 1365 1248
1832,751 619 2732 1792 2956 457 1715 2261 2295 470
1833,528 3600 1337 3187 1868 2387 312 609 2653 472
1834,2363 1670 2227 2574 1902 1549 1561 762 2185 801
1835,1700 79 1246 3101 232 1393 1686 2476 570 350
1836,3035 702 1902 1687 2363 2227 2561 2814 570 2653
1837,1687 1573 1545 2625 570 2653 2281 3101 452 3656
1838,810 1687 570 1545 1902 3035 2363 3487 3101 1670
1839,1471 3705 182 2239 339 1374 1956 1879 2999 583
1840,52 3591 3685 1018 1356 1681 734 1741 845 994
1841,165 1108 1179 2501 1134 1861 1921 3649 1753 3223
1842,3082 3473 2688 2510 3151 3022 2603 2352 3072 1401
1843,2224 2402 2509 37 1371 3583 2281 2086 3595 863
1844,304 1746 3005 2757 3238 208 1809 640 650 3046
1845,3022 1583 1039 1223 3529 1543 2603 1186 2862 3423
1846,2402 1165 3253 1404 1456 3614 1667 382 183 1781
1847,677 783 2308 1720 1738 3566 1421 1800 529 216
1848,3151 3272 1011 772 1657 2603 93 3692 1205 1039
1849,1868 1858 3670 1337 312 2387 2653 1545 3600 3311
1850,3474 467 3513 246 563 2480 3402 2068 2732 3256
1851,2140 3513 3028 3671 619 3335 3597 818 3534 2700
1852,830 3660 1248 2397 1096 2485 1004 3550 2194 2059
1853,2899 680 2259 96 1252 353 2145 1109 1619 3266
1854,2743 2858 3649 3098 423 1088 2007 2527 1669 2452
1855,93 2258 870 3683 1268 1487 1401 2293 2477 490
1856,472 2557 3013 160 1560 1223 640 1638 1315 772
1857,109 3528 543 1568 3262 1172 2967 476 1030 3694
1858,1223 3529 3409 2265 3423 2031 707 732 3272 124
1859,185 3185 1092 2033 163 2062 17 1527 2275 1836
1860,784 2763 2934 2063 1036 3338 3532 204 1652 1391
1861,1134 573 2858 2933 3231 3 751 2922 652 3683
1862,3408 3511 3191 1825 1018 3220 1210 3358 3077 2416
1863,29 782 1586 3493 1437 1690 965 1821 1512 1644
1864,561 1341 3535 1524 2960 1556 2636 1227 2306 2898
1865,3187 1545 802 3035 1686 79 810 2653 1573 702
1866,1912 2256 790 3474 863 3116 37 2673 1371 2956
1867,2387 1848 333 3000 2519 528 3262 3656 1300 463
1868,3665 3382 1946 2609 2501 674 2067 3668 543 587
1869,2022 3545 2850 185 3588 1290 2497 546 400 1357
1870,2636 2956 3677 790 1615 3474 3528 2528 37 183
1871,902 189 301 2960 892 1165 1587 3628 2492 1132
1872,1150 212 2686 16 119 1587 1179 1374 99 2652
1873,1272 1517 2653 609 1545 3187 3030 3656 107 1037
1874,1470 2574 2370 3133 3677 120 3256 482 1319 2005
1875,2614 2476 1260 1864 1822 2084 2345 2467 3506 2518
1876,52 2252 3202 831 1179 3685 461 915 2652 3231
1877,1487 2922 147 777 3159 2258 209 1146 893 3216
1878,728 578 1669 438 2484 1736 1278 3111 3205 3701
1879,119 3215 1546 1216 493 2602 283 2331 183 3172
1880,543 2067 215 1912 3317 2483 623 1775 2600 2953
1881,2265 69 2128 228 2568 652 707 124 1706 2073
1882,3534 650 293 376 1546 3036 1365 3327 2129 3689
1883,3465 695 453 3476 2960 382 1436 216 1688 936
1884,569 1545 3187 2745 1337 1868 312 2256 1216 1354
1885,3533 3638 236 2830 1598 1080 1205 2466 3692 2828
1886,3454 1514 1153 2529 1288 1704 919 356 2734 998
1887,2769 1800 1227 3362 3086 3255 1688 2282 691 783
1888,512 2354 382 1827 1947 1427 887 2428 2424 2311
1889,2354 650 2311 512 3687 1947 2428 887 2281 1086
1890,1814 3022 1127 2999 3234 182 2780 212 2956 220
1891,3036 3046 2161 3005 1892 1096 2980 3060 230 2128
1892,2265 124 409 707 305 2148 2528 2474 1590 406
1893,2281 3227 2528 1808 3696 2774 1186 2335 2119 2732
1894,3202 3325 90 231 3323 3231 52 2652 3220 3091
1895,3021 2048 382 984 3465 1491 2801 1770 3597 605
1896,1560 472 1956 989 1615 2054 2370 1315 2402 2646
1897,1919 3130 274 2062 1626 1994 143 3624 1656 2118
1898,3454 1087 711 1357 274 1875 919 2189 1989 1823
1899,3493 1688 568 2076 3023 2474 1738 3367 2088 3255
1900,3409 1316 3272 3022 2564 409 22 3692 3151 2862
1901,3212 545 132 152 2828 2895 1614 2327 3418 3692
1902,1315 3656 1887 2991 2224 809 2509 2281 452 1811
1903,1376 3331 1298 2775 2305 69 3269 2630 2603 2222
1904,3506 1251 1562 2914 725 1260 350 1980 2345 1393
1905,2819 3469 15 2464 2019 1692 2355 1914 1724 0
1906,1462 2354 879 3007 708 3240 213 1527 2529 3658
1907,1179 3415 3670 3028 3421 2885 110 2051 2527 58
1908,232 2564 3013 618 1316 36 2688 3022 1223 79
1909,1893 382 1932 304 2500 88 2574 1781 857 1670
1910,382 2774 1427 2281 234 2424 1781 2428 1827 221
1911,382 650 2774 2311 2281 234 1781 1427 2428 2354
1912,498 750 10 2009 2293 3125 187 2091 1413 395
1913,1700 2476 1562 1246 232 3506 1393 1260 684 1813
1914,1275 3588 1957 1322 899 2943 2323 3374 3004 121
1915,2465 3569 1603 3411 2397 315 1314 485 3345 1958
1916,293 3327 650 3046 3238 3550 2338 1191 3463 3534
1917,3151 1657 1011 1039 93 2688 3125 763 2165 3142
1918,1545 1868 1902 1086 2814 2185 2363 702 3311 1337
1919,863 37 3474 1341 2636 361 1227 872 1811 1304
1920,3534 1546 119 944 3238 650 3333 502 1640 2129
1921,750 620 187 1530 3125 2091 375 2477 1413 3432
1922,3151 1186 1205 1657 1039 3423 93 2688 184 3142
1923,1639 3231 2432 2639 3220 1733 1876 3235 3074 797
1924,1827 2311 650 221 2424 1781 2428 234 2774 887
1925,512 650 1427 382 2281 1947 2428 3687 724 2311
1926,543 2633 640 1913 2616 1375 2659 2705 1849 1086
1927,1545 1868 802 1086 2653 2814 312 2561 2338 107
1928,983 41 2924 2291 881 2663 1422 2853 129 1287
1929,2311 382 2424 887 234 1827 2281 2774 221 1427
1930,382 1165 857 88 1932 1633 487 188 989 778
1931,1223 640 3013 124 476 3367 1560 1858 2054 707
1932,762 2363 1687 2185 1545 570 3404 1549 3030 2814
1933,516 1556 3670 2140 3060 1374 467 3255 784 1025
1934,1086 452 1573 3035 1337 1868 1545 617 3311 2345
1935,1279 1544 2922 2709 1487 1952 2676 1324 375 2154
1936,3528 944 2626 2768 1546 109 1271 293 2757 543
1937,1247 929 700 1989 3185 977 2632 3343 1311 195
1938,2956 1912 790 2256 3059 1030 1057 3474 863 1083
1939,3335 3544 3670 3371 1272 1044 402 525 1517 609
1940,1234 3557 1707 3638 2556 253 365 1968 2447 1481
1941,1560 1371 1475 1781 2774 3157 3431 2572 2643 234
1942,1102 1376 3059 1553 2256 790 1057 1133 2732 1946
1943,3059 1376 1030 2256 2327 1057 1747 922 3418 2664
1944,872 3437 650 3463 1705 1832 2306 361 1304 176
1945,677 783 1738 3301 3255 1720 3403 1304 867 1227
1946,719 1309 1184 1830 3597 621 3325 2465 966 166
1947,1868 2653 802 1044 782 1573 107 3311 1086 488
1948,2836 817 151 2252 3019 1957 2443 2117 467 3335
1949,620 93 2376 498 2342 43 779 1638 375 3125
1950,1264 2979 2708 2152 2334 2698 1870 1773 2369 700
1951,1470 1633 2370 3600 3119 2005 2132 2574 482 1668
1952,2814 1687 1902 3035 2185 762 702 1549 1086 2561
1953,2465 1314 1958 3345 1839 2146 2559 121 374 2379
1954,2345 79 1246 1700 1630 350 3406 1822 1393 2023
1955,3411 2559 121 3569 3483 3667 1314 315 1958 464
1956,3256 3133 2574 1470 2068 2005 1319 1670 3119 1664
1957,1186 3151 1811 253 741 3638 3272 93 3382 184
1958,3431 438 2722 728 3061 2266 2643 3701 3152 1371
1959,3348 22 3224 1536 2119 2284 589 3412 2773 3614
1960,1510 2402 467 2068 3133 120 3256 482 979 2574
1961,1545 802 1868 2561 2814 3035 1086 3311 2653 2574
1962,2297 3327 1956 463 2186 3002 1039 3529 1211 584
1963,3345 394 3660 2397 1044 2059 2485 3002 743 615
1964,188 1560 409 1667 819 2432 989 1165 3253 607
1965,1781 2774 1560 234 382 1371 2311 2572 1827 221
1966,110 1738 3566 1436 666 1705 1492 719 3028 1022
1967,2732 922 1296 1011 2664 1102 3668 6 3665 2502
1968,2757 293 2980 183 2468 3046 3036 1099 3327 2128
1969,1223 2564 3529 1543 2862 463 1956 1316 3409 3153
1970,2067 2603 2210 640 2732 1831 3332 2630 1401 169
1971,79 2345 1700 1246 1393 3406 1822 2518 2467 350
1972,1376 2256 1912 3059 2732 922 2054 1102 2664 2956
1973,2653 2227 1545 1337 802 570 1086 232 702 1868
1974,1270 2049 157 1886 2545 3619 1094 40 362 24
1975,2265 2528 1706 707 2568 228 2606 305 409 883
1976,2771 1272 2653 1517 1545 801 739 3425 1037 1426
1977,1545 801 1517 1868 3656 312 609 107 2338 174
1978,2606 2900 740 2136 254 475 1830 1168 768 913
1979,2112 3215 3282 220 3202 2969 1045 3606 474 1690
1980,1560 1315 794 2572 2424 2774 221 650 1053 2643
1981,3701 438 1278 2484 728 578 3431 2643 3061 1736
1982,3424 1638 3423 3151 3269 1952 3692 2327 2931 2493
1983,3042 129 74 1101 2663 719 2924 41 1698 1703
1984,1811 3142 1887 2054 2528 922 1315 2327 1376 2224
1985,1292 3049 1216 1375 3203 1913 737 2326 944 2857
1986,530 2006 2620 771 3036 1184 1830 3597 947 3067
1987,2180 248 2049 1270 2546 3702 911 105 827 335
1988,2593 827 1886 2755 3090 549 24 3619 362 157
1989,3276 783 1404 88 2512 2399 382 3628 69 901
1990,3421 1936 904 394 817 2252 3685 1777 1160 983
1991,69 1858 208 2054 707 2088 2265 1453 1831 138
1992,1422 2256 1337 3090 2432 2682 549 2110 1014 429
1993,1603 1044 1936 3335 3544 609 1830 402 509 174
1994,1487 1205 1186 1997 1146 2258 147 136 2510 184
1995,1700 2730 1686 1813 2084 2518 1822 2467 2476 1616
1996,3185 185 1704 206 2202 1836 2151 2420 1092 2946
1997,2252 151 52 1275 461 2836 1957 899 1681 3004
1998,3532 784 3701 2763 2176 1652 2917 517 2774 3052
1999,332 3224 526 3348 1055 1935 2989 264 3012 3412
2000,1426 978 2257 1517 1367 3341 762 3030 2865 1670
2001,1615 2620 2006 2273 568 1746 1916 2474 3367 2757
2002,1293 3418 3131 494 1376 2327 2673 3142 1614 1859
2003,300 2438 859 168 2643 2291 891 817 2140 2237
2004,772 1223 1615 2534 2630 1279 2297 2557 1039 2366
2005,3238 293 3534 3036 793 3046 2980 2175 2860 1490
2006,732 1505 3013 1316 3423 2789 1583 1279 3022 741
2007,3151 3638 236 1797 2828 741 2410 2798 3423 232
2008,1112 700 2804 1836 130 206 358 1261 2782 1433
2009,41 881 719 3411 1457 1201 657 496 374 457
2010,2465 3483 3411 374 1958 3569 2559 1071 3588 2397
2011,3345 1044 2145 1461 1096 394 3161 603 2999 2161
2012,1592 1057 3264 2366 790 2297 451 513 2800 3023
2013,3475 598 1226 1436 931 1428 1040 3535 1782 1283
2014,1545 2653 1868 3187 3363 2670 739 3600 1337 3406
2015,2090 1905 3397 3097 984 592 2048 3657 2099 3476
2016,3338 2587 59 2119 3000 1808 1070 3696 253 1504
2017,3412 332 1659 3224 2668 2989 589 2891 526 2253
2018,2370 1319 2005 1470 3256 3119 3677 482 1664 1670
2019,2088 790 1592 3264 1858 3668 1658 3436 3652 3475
2020,2291 2643 3042 168 3355 3157 891 3669 642 817
2021,740 269 553 913 768 1168 428 1295 1481 1982
2022,740 2990 1982 3280 768 1168 269 553 1392 2835
2023,1545 560 3651 1037 107 1700 2653 810 570 1670
2024,3699 3214 977 2551 668 3185 3007 3009 2418 2102
2025,1102 79 452 922 232 1428 3692 1816 3142 1658
2026,3638 236 545 2895 152 3516 3533 357 2327 3692
2027,3415 2132 1377 3168 1887 3231 1633 1052 2139 1668
2028,1186 1583 3022 1223 3423 3013 1543 2862 3151 2327
2029,1936 402 2541 1603 1272 3544 636 1830 493 495
2030,700 1836 1269 213 680 1773 3161 3185 1519 1527
2031,3325 2140 1184 1219 90 3202 3438 2538 1655 3513
2032,1492 872 530 1705 719 3437 677 204 1191 784
2033,677 2400 1688 3482 2006 2122 462 2620 2282 2364
2034,37 863 3474 361 1341 2636 1840 1227 1304 530
2035,1092 1836 1043 673 418 1773 3161 1212 3616 680
2036,185 3182 1528 1112 2782 2455 2062 2369 1704 1290
2037,3402 3202 3474 853 2528 3463 1282 63 2480 372
2038,7 3441 2847 208 2757 785 1746 1304 1788 771
2039,790 1083 2956 1840 3474 1553 2256 1001 1428 1376
2040,3036 3005 3550 2128 1248 2860 3349 3463 2175 650
2041,2389 2474 2877 454 3131 2630 3427 184 2817 1804
2042,3158 2782 2227 952 3124 1864 2177 1418 1616 1503
2043,1792 208 293 3066 165 2331 2129 785 2175 1746
2044,498 409 2258 184 1487 2474 2798 384 10 1638
2045,1858 2534 2664 2512 3276 2515 487 463 3013 783
2046,409 1831 487 2402 2281 2265 69 476 382 463
2047,3286 3082 540 350 3406 1855 1459 1927 1721 2345
2048,2132 1956 3365 1781 2643 2572 3157 1032 304 2646
2049,2186 1956 2222 2048 304 3238 1191 2338 1287 650
2050,904 1830 568 2853 2273 3530 3598 957 2006 1460
2051,204 2636 3677 784 1652 2528 3402 2054 1341 3367
2052,1373 1975 581 2932 2272 1134 1553 3644 3427 2776
2053,2924 2385 1951 2555 3699 1675 163 1332 2418 1696
